name,family,ticker,category,is_sharpe,oos_sharpe,oos_drawdown,trade_count
demarker__period21__hi_thresh0.7__lo_thresh0.3,demarker,QQQ,meanrev,-0.0909,0.4656,-0.0841,288
demarker__period9__hi_thresh0.7__lo_thresh0.3,demarker,QQQ,meanrev,0.0857,0.1793,-0.2186,672
stoch_rsi__rsi_period14__stoch_period14__lo20.0__hi80.0,stoch_rsi,QQQ,meanrev,0.1237,0.1866,-0.1795,728
stoch_rsi__rsi_period14__stoch_period14__lo10.0__hi90.0,stoch_rsi,QQQ,meanrev,0.1656,0.3315,-0.0918,620
stoch_rsi__rsi_period7__stoch_period14__lo20.0__hi80.0,stoch_rsi,QQQ,meanrev,0.0248,0.3914,-0.1641,784
stoch_rsi__rsi_period21__stoch_period21__lo20.0__hi80.0,stoch_rsi,QQQ,meanrev,-0.128,0.2075,-0.1987,578
hurst_regime__period100__trend_thresh0.55__mr_thresh0.45,hurst_regime,QQQ,trend,0.1776,-0.1699,-0.2048,339
hurst_regime__period60__trend_thresh0.55__mr_thresh0.45,hurst_regime,QQQ,trend,0.1991,0.2377,-0.1345,509
hurst_regime__period100__trend_thresh0.58__mr_thresh0.42,hurst_regime,QQQ,trend,-0.1301,-0.1265,-0.1239,150
psych_line__period12__hi_thresh75.0__lo_thresh25.0,psych_line,QQQ,meanrev,-0.5791,0.9613,-0.0387,138
psych_line__period12__hi_thresh65.0__lo_thresh35.0,psych_line,QQQ,meanrev,-0.0017,0.1583,-0.1446,630
psych_line__period20__hi_thresh70.0__lo_thresh30.0,psych_line,QQQ,meanrev,-0.5468,0.3221,-0.0437,126
fisher_transform__period5,fisher_transform,IWM,trend,-0.3144,0.132,-0.2738,943
fisher_transform__period10,fisher_transform,IWM,trend,-0.3981,-0.1834,-0.3173,676
fisher_transform__period20,fisher_transform,IWM,trend,0.0107,-0.7975,-0.5736,452
fisher_transform__period30,fisher_transform,IWM,trend,-0.1533,-0.4894,-0.4618,337
relative_vigor__period10,relative_vigor,IWM,trend,0.1696,0.6508,-0.2467,1078
relative_vigor__period14,relative_vigor,IWM,trend,0.1696,0.6508,-0.2467,1078
relative_vigor__period20,relative_vigor,IWM,trend,0.1696,0.6508,-0.2467,1078
chande_momentum__period14__threshold0.0,chande_momentum,IWM,trend,0.4295,-0.973,-0.6399,439
chande_momentum__period20__threshold0.0,chande_momentum,IWM,trend,-0.0218,-0.9304,-0.6235,376
chande_momentum__period20__threshold10.0,chande_momentum,IWM,trend,0.0943,-0.7808,-0.5048,665
chande_momentum__period30__threshold0.0,chande_momentum,IWM,trend,-0.1221,-1.0373,-0.6477,301
chande_momentum__period9__threshold0.0,chande_momentum,IWM,trend,-0.323,-0.6912,-0.5213,578
demarker__period14__hi_thresh0.7__lo_thresh0.3,demarker,IWM,meanrev,0.3413,0.7629,-0.1514,531
demarker__period14__hi_thresh0.8__lo_thresh0.2,demarker,IWM,meanrev,-0.0572,0.5732,-0.113,207
demarker__period21__hi_thresh0.7__lo_thresh0.3,demarker,IWM,meanrev,-0.1242,0.3078,-0.1653,267
demarker__period9__hi_thresh0.7__lo_thresh0.3,demarker,IWM,meanrev,-0.0059,0.9914,-0.156,699
stoch_rsi__rsi_period14__stoch_period14__lo20.0__hi80.0,stoch_rsi,IWM,meanrev,-0.1508,0.2646,-0.211,730
stoch_rsi__rsi_period14__stoch_period14__lo10.0__hi90.0,stoch_rsi,IWM,meanrev,0.1441,0.4351,-0.1337,680
stoch_rsi__rsi_period7__stoch_period14__lo20.0__hi80.0,stoch_rsi,IWM,meanrev,0.2726,0.098,-0.196,790
stoch_rsi__rsi_period21__stoch_period21__lo20.0__hi80.0,stoch_rsi,IWM,meanrev,-0.2149,0.2515,-0.1838,565
hurst_regime__period100__trend_thresh0.55__mr_thresh0.45,hurst_regime,IWM,trend,0.2507,0.0583,-0.1264,370
hurst_regime__period60__trend_thresh0.55__mr_thresh0.45,hurst_regime,IWM,trend,0.2459,0.4453,-0.1252,505
hurst_regime__period100__trend_thresh0.58__mr_thresh0.42,hurst_regime,IWM,trend,0.232,-0.0406,-0.048,166
psych_line__period12__hi_thresh75.0__lo_thresh25.0,psych_line,IWM,meanrev,0.0824,0.2917,-0.0729,98
psych_line__period12__hi_thresh65.0__lo_thresh35.0,psych_line,IWM,meanrev,-0.215,0.7986,-0.1306,589
psych_line__period20__hi_thresh70.0__lo_thresh30.0,psych_line,IWM,meanrev,-0.0903,0.4294,-0.0267,90
fisher_transform__period5,fisher_transform,DIA,trend,-0.0005,-0.0145,-0.2807,879
fisher_transform__period10,fisher_transform,DIA,trend,0.0001,0.0036,-0.2879,581
fisher_transform__period20,fisher_transform,DIA,trend,0.1427,-0.734,-0.5109,410
fisher_transform__period30,fisher_transform,DIA,trend,0.308,-0.7009,-0.4286,301
relative_vigor__period10,relative_vigor,DIA,trend,0.4689,0.5123,-0.1713,1089
relative_vigor__period14,relative_vigor,DIA,trend,0.4689,0.5123,-0.1713,1089
relative_vigor__period20,relative_vigor,DIA,trend,0.4689,0.5123,-0.1713,1089
chande_momentum__period14__threshold0.0,chande_momentum,DIA,trend,0.3114,-0.9289,-0.5419,408
chande_momentum__period20__threshold0.0,chande_momentum,DIA,trend,0.3258,-0.6946,-0.4156,325
chande_momentum__period20__threshold10.0,chande_momentum,DIA,trend,0.2243,-1.0751,-0.505,655
chande_momentum__period30__threshold0.0,chande_momentum,DIA,trend,0.1136,-0.4266,-0.3301,265
chande_momentum__period9__threshold0.0,chande_momentum,DIA,trend,0.3234,-1.1297,-0.5608,518
demarker__period14__hi_thresh0.7__lo_thresh0.3,demarker,DIA,meanrev,-0.2739,0.6691,-0.0872,455
demarker__period14__hi_thresh0.8__lo_thresh0.2,demarker,DIA,meanrev,0.0326,1.0356,-0.0355,240
demarker__period21__hi_thresh0.7__lo_thresh0.3,demarker,DIA,meanrev,-0.2336,1.2304,-0.0484,307
demarker__period9__hi_thresh0.7__lo_thresh0.3,demarker,DIA,meanrev,-0.3911,0.7187,-0.0943,673
stoch_rsi__rsi_period14__stoch_period14__lo20.0__hi80.0,stoch_rsi,DIA,meanrev,-0.5522,0.5101,-0.1156,722
stoch_rsi__rsi_period14__stoch_period14__lo10.0__hi90.0,stoch_rsi,DIA,meanrev,-0.6965,0.2263,-0.1013,612
stoch_rsi__rsi_period7__stoch_period14__lo20.0__hi80.0,stoch_rsi,DIA,meanrev,-0.3683,0.0643,-0.1262,802
stoch_rsi__rsi_period21__stoch_period21__lo20.0__hi80.0,stoch_rsi,DIA,meanrev,-0.4814,0.6668,-0.0936,554
hurst_regime__period100__trend_thresh0.55__mr_thresh0.45,hurst_regime,DIA,trend,0.0419,-0.6005,-0.2498,348
hurst_regime__period60__trend_thresh0.55__mr_thresh0.45,hurst_regime,DIA,trend,0.0721,-0.8483,-0.3077,513
hurst_regime__period100__trend_thresh0.58__mr_thresh0.42,hurst_regime,DIA,trend,0.1492,-0.3098,-0.0686,114
psych_line__period12__hi_thresh75.0__lo_thresh25.0,psych_line,DIA,meanrev,-0.0056,-0.0165,-0.045,104
psych_line__period12__hi_thresh65.0__lo_thresh35.0,psych_line,DIA,meanrev,-0.289,0.3952,-0.093,614
psych_line__period20__hi_thresh70.0__lo_thresh30.0,psych_line,DIA,meanrev,-0.0784,-0.082,-0.0367,132
fisher_transform__period5,fisher_transform,XLK,trend,-0.2652,-0.6168,-0.5276,906
fisher_transform__period10,fisher_transform,XLK,trend,-0.3372,-0.5761,-0.4922,602
fisher_transform__period20,fisher_transform,XLK,trend,0.0806,-0.1793,-0.3647,378
fisher_transform__period30,fisher_transform,XLK,trend,0.1423,0.0315,-0.2928,313
relative_vigor__period10,relative_vigor,XLK,trend,0.0207,-0.4357,-0.552,1087
relative_vigor__period14,relative_vigor,XLK,trend,0.0207,-0.4357,-0.552,1087
relative_vigor__period20,relative_vigor,XLK,trend,0.0207,-0.4357,-0.552,1087
chande_momentum__period14__threshold0.0,chande_momentum,XLK,trend,0.1545,-0.4076,-0.5273,414
chande_momentum__period20__threshold0.0,chande_momentum,XLK,trend,0.3291,-0.613,-0.5764,346
chande_momentum__period20__threshold10.0,chande_momentum,XLK,trend,0.092,-0.6696,-0.5039,625
chande_momentum__period30__threshold0.0,chande_momentum,XLK,trend,-0.0733,-0.5554,-0.5046,262
chande_momentum__period9__threshold0.0,chande_momentum,XLK,trend,-0.0699,-0.2536,-0.4361,528
demarker__period14__hi_thresh0.7__lo_thresh0.3,demarker,XLK,meanrev,0.3251,1.0578,-0.1088,506
demarker__period14__hi_thresh0.8__lo_thresh0.2,demarker,XLK,meanrev,0.5607,0.7175,-0.0982,238
demarker__period21__hi_thresh0.7__lo_thresh0.3,demarker,XLK,meanrev,0.0956,0.7434,-0.0779,298
demarker__period9__hi_thresh0.7__lo_thresh0.3,demarker,XLK,meanrev,0.1814,0.2005,-0.1958,718
stoch_rsi__rsi_period14__stoch_period14__lo20.0__hi80.0,stoch_rsi,XLK,meanrev,0.1155,0.165,-0.173,720
stoch_rsi__rsi_period14__stoch_period14__lo10.0__hi90.0,stoch_rsi,XLK,meanrev,0.0686,0.6747,-0.0917,618
stoch_rsi__rsi_period7__stoch_period14__lo20.0__hi80.0,stoch_rsi,XLK,meanrev,0.0241,0.3689,-0.1721,768
stoch_rsi__rsi_period21__stoch_period21__lo20.0__hi80.0,stoch_rsi,XLK,meanrev,-0.2652,0.1695,-0.1994,570
hurst_regime__period100__trend_thresh0.55__mr_thresh0.45,hurst_regime,XLK,trend,-0.3197,-0.7443,-0.3397,365
hurst_regime__period60__trend_thresh0.55__mr_thresh0.45,hurst_regime,XLK,trend,-0.3627,0.4183,-0.1791,502
hurst_regime__period100__trend_thresh0.58__mr_thresh0.42,hurst_regime,XLK,trend,-0.0231,-0.3751,-0.1289,103
psych_line__period12__hi_thresh75.0__lo_thresh25.0,psych_line,XLK,meanrev,0.0834,0.7341,-0.0219,120
psych_line__period12__hi_thresh65.0__lo_thresh35.0,psych_line,XLK,meanrev,-0.0806,0.2583,-0.1884,590
psych_line__period20__hi_thresh70.0__lo_thresh30.0,psych_line,XLK,meanrev,-0.0404,-0.0851,-0.0409,122
fisher_transform__period5,fisher_transform,XLF,trend,0.0785,-0.2036,-0.3802,905
fisher_transform__period10,fisher_transform,XLF,trend,0.1723,-0.4481,-0.3763,614
fisher_transform__period20,fisher_transform,XLF,trend,0.3503,-0.5443,-0.4985,382
fisher_transform__period30,fisher_transform,XLF,trend,-0.0322,-0.2299,-0.3921,342
relative_vigor__period10,relative_vigor,XLF,trend,0.2955,0.4948,-0.2842,1114
relative_vigor__period14,relative_vigor,XLF,trend,0.2955,0.4948,-0.2842,1114
relative_vigor__period20,relative_vigor,XLF,trend,0.2955,0.4948,-0.2842,1114
chande_momentum__period14__threshold0.0,chande_momentum,XLF,trend,0.1969,-0.5419,-0.5237,451
chande_momentum__period20__threshold0.0,chande_momentum,XLF,trend,0.0292,-0.2678,-0.3922,374
chande_momentum__period20__threshold10.0,chande_momentum,XLF,trend,0.0388,-0.2216,-0.4485,688
chande_momentum__period30__threshold0.0,chande_momentum,XLF,trend,-0.1701,-0.2332,-0.4888,310
chande_momentum__period9__threshold0.0,chande_momentum,XLF,trend,0.1696,-1.0646,-0.649,591
demarker__period14__hi_thresh0.7__lo_thresh0.3,demarker,XLF,meanrev,0.2558,0.9941,-0.0895,501
demarker__period14__hi_thresh0.8__lo_thresh0.2,demarker,XLF,meanrev,0.1532,0.6109,-0.0574,254
demarker__period21__hi_thresh0.7__lo_thresh0.3,demarker,XLF,meanrev,0.1677,0.1828,-0.0935,313
demarker__period9__hi_thresh0.7__lo_thresh0.3,demarker,XLF,meanrev,-0.078,0.4163,-0.1453,712
stoch_rsi__rsi_period14__stoch_period14__lo20.0__hi80.0,stoch_rsi,XLF,meanrev,-0.2721,0.4445,-0.1398,748
stoch_rsi__rsi_period14__stoch_period14__lo10.0__hi90.0,stoch_rsi,XLF,meanrev,-0.0834,0.2716,-0.1433,632
stoch_rsi__rsi_period7__stoch_period14__lo20.0__hi80.0,stoch_rsi,XLF,meanrev,-0.217,0.2816,-0.1547,795
stoch_rsi__rsi_period21__stoch_period21__lo20.0__hi80.0,stoch_rsi,XLF,meanrev,-0.2392,0.7496,-0.1131,574
hurst_regime__period100__trend_thresh0.55__mr_thresh0.45,hurst_regime,XLF,trend,0.1935,0.3946,-0.1546,339
hurst_regime__period60__trend_thresh0.55__mr_thresh0.45,hurst_regime,XLF,trend,0.3205,-0.5103,-0.2561,535
hurst_regime__period100__trend_thresh0.58__mr_thresh0.42,hurst_regime,XLF,trend,0.3802,0.3243,-0.0493,100
psych_line__period12__hi_thresh75.0__lo_thresh25.0,psych_line,XLF,meanrev,0.2637,-0.0933,-0.0703,92
psych_line__period12__hi_thresh65.0__lo_thresh35.0,psych_line,XLF,meanrev,-0.0275,0.5342,-0.0846,586
psych_line__period20__hi_thresh70.0__lo_thresh30.0,psych_line,XLF,meanrev,0.2756,0.8278,-0.0299,90
fisher_transform__period5,fisher_transform,XLE,trend,0.3143,0.0829,-0.4136,886
fisher_transform__period10,fisher_transform,XLE,trend,0.3405,0.2378,-0.3665,576
fisher_transform__period20,fisher_transform,XLE,trend,0.3032,-0.121,-0.4222,412
fisher_transform__period30,fisher_transform,XLE,trend,0.1674,0.2091,-0.3039,319
relative_vigor__period10,relative_vigor,XLE,trend,0.1352,0.3769,-0.3154,1090
relative_vigor__period14,relative_vigor,XLE,trend,0.1352,0.3769,-0.3154,1090
relative_vigor__period20,relative_vigor,XLE,trend,0.1352,0.3769,-0.3154,1090
chande_momentum__period14__threshold0.0,chande_momentum,XLE,trend,-0.0204,0.087,-0.3601,434
chande_momentum__period20__threshold0.0,chande_momentum,XLE,trend,0.2181,0.4854,-0.2946,335
chande_momentum__period20__threshold10.0,chande_momentum,XLE,trend,0.0165,0.3036,-0.2918,672
chande_momentum__period30__threshold0.0,chande_momentum,XLE,trend,-0.0955,-0.0207,-0.4207,295
chande_momentum__period9__threshold0.0,chande_momentum,XLE,trend,0.2967,-0.1011,-0.4925,531
demarker__period14__hi_thresh0.7__lo_thresh0.3,demarker,XLE,meanrev,0.3033,-0.2219,-0.2755,503
demarker__period14__hi_thresh0.8__lo_thresh0.2,demarker,XLE,meanrev,-0.1465,0.1235,-0.1766,195
demarker__period21__hi_thresh0.7__lo_thresh0.3,demarker,XLE,meanrev,0.0843,-0.0523,-0.205,317
demarker__period9__hi_thresh0.7__lo_thresh0.3,demarker,XLE,meanrev,0.1426,0.2354,-0.2304,775
stoch_rsi__rsi_period14__stoch_period14__lo20.0__hi80.0,stoch_rsi,XLE,meanrev,-0.0098,-0.0261,-0.2685,774
stoch_rsi__rsi_period14__stoch_period14__lo10.0__hi90.0,stoch_rsi,XLE,meanrev,0.35,-0.0826,-0.2629,684
stoch_rsi__rsi_period7__stoch_period14__lo20.0__hi80.0,stoch_rsi,XLE,meanrev,-0.0166,-0.1242,-0.3646,813
stoch_rsi__rsi_period21__stoch_period21__lo20.0__hi80.0,stoch_rsi,XLE,meanrev,-0.1087,0.3121,-0.2142,626
hurst_regime__period100__trend_thresh0.55__mr_thresh0.45,hurst_regime,XLE,trend,0.0795,0.2684,-0.3321,388
hurst_regime__period60__trend_thresh0.55__mr_thresh0.45,hurst_regime,XLE,trend,-0.3393,-0.471,-0.3144,573
hurst_regime__period100__trend_thresh0.58__mr_thresh0.42,hurst_regime,XLE,trend,-0.0545,-0.2909,-0.1331,146
psych_line__period12__hi_thresh75.0__lo_thresh25.0,psych_line,XLE,meanrev,-0.0104,0.7145,-0.0382,112
psych_line__period12__hi_thresh65.0__lo_thresh35.0,psych_line,XLE,meanrev,-0.036,0.0053,-0.2507,653
psych_line__period20__hi_thresh70.0__lo_thresh30.0,psych_line,XLE,meanrev,0.0973,0.5915,-0.0639,103
fisher_transform__period5,fisher_transform,XLV,trend,-0.7046,0.2907,-0.2507,897
fisher_transform__period10,fisher_transform,XLV,trend,-0.5195,0.031,-0.2938,615
fisher_transform__period20,fisher_transform,XLV,trend,0.102,0.0223,-0.4011,414
fisher_transform__period30,fisher_transform,XLV,trend,-0.1773,-0.2297,-0.4336,358
relative_vigor__period10,relative_vigor,XLV,trend,-0.2125,0.2985,-0.2891,1098
relative_vigor__period14,relative_vigor,XLV,trend,-0.2125,0.2985,-0.2891,1098
relative_vigor__period20,relative_vigor,XLV,trend,-0.2125,0.2985,-0.2891,1098
chande_momentum__period14__threshold0.0,chande_momentum,XLV,trend,-0.0356,-0.3818,-0.4931,433
chande_momentum__period20__threshold0.0,chande_momentum,XLV,trend,0.0003,-0.136,-0.3229,342
chande_momentum__period20__threshold10.0,chande_momentum,XLV,trend,-0.1588,-0.1703,-0.3275,664
chande_momentum__period30__threshold0.0,chande_momentum,XLV,trend,-0.0932,-0.1131,-0.3523,291
chande_momentum__period9__threshold0.0,chande_momentum,XLV,trend,0.0275,-0.4333,-0.3327,532
demarker__period14__hi_thresh0.7__lo_thresh0.3,demarker,XLV,meanrev,0.2294,0.2008,-0.1066,485
demarker__period14__hi_thresh0.8__lo_thresh0.2,demarker,XLV,meanrev,-0.0291,0.4036,-0.0494,242
demarker__period21__hi_thresh0.7__lo_thresh0.3,demarker,XLV,meanrev,0.0331,0.3998,-0.0811,321
demarker__period9__hi_thresh0.7__lo_thresh0.3,demarker,XLV,meanrev,0.0087,0.6565,-0.1234,720
stoch_rsi__rsi_period14__stoch_period14__lo20.0__hi80.0,stoch_rsi,XLV,meanrev,0.1362,0.5255,-0.1515,757
stoch_rsi__rsi_period14__stoch_period14__lo10.0__hi90.0,stoch_rsi,XLV,meanrev,0.0716,0.1442,-0.1479,648
stoch_rsi__rsi_period7__stoch_period14__lo20.0__hi80.0,stoch_rsi,XLV,meanrev,0.2104,-0.0487,-0.2242,803
stoch_rsi__rsi_period21__stoch_period21__lo20.0__hi80.0,stoch_rsi,XLV,meanrev,-0.0974,0.6016,-0.2106,600
hurst_regime__period100__trend_thresh0.55__mr_thresh0.45,hurst_regime,XLV,trend,0.1929,-0.5983,-0.2826,402
hurst_regime__period60__trend_thresh0.55__mr_thresh0.45,hurst_regime,XLV,trend,-0.0471,-1.3523,-0.4576,582
hurst_regime__period100__trend_thresh0.58__mr_thresh0.42,hurst_regime,XLV,trend,0.3201,-0.5309,-0.1712,146
psych_line__period12__hi_thresh75.0__lo_thresh25.0,psych_line,XLV,meanrev,0.5249,0.4753,-0.0344,108
psych_line__period12__hi_thresh65.0__lo_thresh35.0,psych_line,XLV,meanrev,-0.054,0.258,-0.1168,561
psych_line__period20__hi_thresh70.0__lo_thresh30.0,psych_line,XLV,meanrev,0.2568,0.3966,-0.0265,87
fisher_transform__period5,fisher_transform,XLI,trend,-0.1605,0.3756,-0.2442,891
fisher_transform__period10,fisher_transform,XLI,trend,0.1042,-0.1445,-0.3531,581
fisher_transform__period20,fisher_transform,XLI,trend,0.2076,-0.8963,-0.5736,420
fisher_transform__period30,fisher_transform,XLI,trend,-0.0128,-0.6945,-0.5164,361
relative_vigor__period10,relative_vigor,XLI,trend,0.3538,0.5163,-0.1874,1074
relative_vigor__period14,relative_vigor,XLI,trend,0.3538,0.5163,-0.1874,1074
relative_vigor__period20,relative_vigor,XLI,trend,0.3538,0.5163,-0.1874,1074
chande_momentum__period14__threshold0.0,chande_momentum,XLI,trend,0.415,-0.5673,-0.4916,456
chande_momentum__period20__threshold0.0,chande_momentum,XLI,trend,0.065,-0.5174,-0.4758,377
chande_momentum__period20__threshold10.0,chande_momentum,XLI,trend,0.191,-0.4142,-0.3862,692
chande_momentum__period30__threshold0.0,chande_momentum,XLI,trend,0.0827,-0.6523,-0.4791,317
chande_momentum__period9__threshold0.0,chande_momentum,XLI,trend,0.1983,-1.1543,-0.6206,546
demarker__period14__hi_thresh0.7__lo_thresh0.3,demarker,XLI,meanrev,-0.0349,0.9636,-0.099,489
demarker__period14__hi_thresh0.8__lo_thresh0.2,demarker,XLI,meanrev,-0.1671,0.7052,-0.0717,239
demarker__period21__hi_thresh0.7__lo_thresh0.3,demarker,XLI,meanrev,0.1808,0.6385,-0.0975,297
demarker__period9__hi_thresh0.7__lo_thresh0.3,demarker,XLI,meanrev,-0.4456,0.921,-0.1315,692
stoch_rsi__rsi_period14__stoch_period14__lo20.0__hi80.0,stoch_rsi,XLI,meanrev,-0.1824,0.0328,-0.2091,732
stoch_rsi__rsi_period14__stoch_period14__lo10.0__hi90.0,stoch_rsi,XLI,meanrev,0.2826,0.039,-0.1465,696
stoch_rsi__rsi_period7__stoch_period14__lo20.0__hi80.0,stoch_rsi,XLI,meanrev,0.0638,-0.0206,-0.2257,812
stoch_rsi__rsi_period21__stoch_period21__lo20.0__hi80.0,stoch_rsi,XLI,meanrev,-0.317,0.3269,-0.1855,611
hurst_regime__period100__trend_thresh0.55__mr_thresh0.45,hurst_regime,XLI,trend,-0.0517,0.0562,-0.156,316
hurst_regime__period60__trend_thresh0.55__mr_thresh0.45,hurst_regime,XLI,trend,0.1855,-0.8291,-0.3181,552
hurst_regime__period100__trend_thresh0.58__mr_thresh0.42,hurst_regime,XLI,trend,0.3196,-0.2612,-0.1259,150
psych_line__period12__hi_thresh75.0__lo_thresh25.0,psych_line,XLI,meanrev,-0.3793,0.3723,-0.0297,90
psych_line__period12__hi_thresh65.0__lo_thresh35.0,psych_line,XLI,meanrev,-0.5096,0.3627,-0.1449,569
psych_line__period20__hi_thresh70.0__lo_thresh30.0,psych_line,XLI,meanrev,-0.5012,-0.6777,-0.069,89
fisher_transform__period5,fisher_transform,XLU,trend,-0.4081,-0.2416,-0.359,943
fisher_transform__period10,fisher_transform,XLU,trend,-0.0399,-0.0085,-0.3402,619
fisher_transform__period20,fisher_transform,XLU,trend,-0.035,-0.4188,-0.4387,444
fisher_transform__period30,fisher_transform,XLU,trend,0.1053,-0.1561,-0.346,314
relative_vigor__period10,relative_vigor,XLU,trend,-0.1052,-0.8328,-0.5717,1079
relative_vigor__period14,relative_vigor,XLU,trend,-0.1052,-0.8328,-0.5717,1079
relative_vigor__period20,relative_vigor,XLU,trend,-0.1052,-0.8328,-0.5717,1079
chande_momentum__period14__threshold0.0,chande_momentum,XLU,trend,0.2168,-0.2664,-0.3381,463
chande_momentum__period20__threshold0.0,chande_momentum,XLU,trend,0.2536,-0.3403,-0.3742,353
chande_momentum__period20__threshold10.0,chande_momentum,XLU,trend,0.0771,-0.4169,-0.3491,693
chande_momentum__period30__threshold0.0,chande_momentum,XLU,trend,-0.2018,-0.4196,-0.4505,283
chande_momentum__period9__threshold0.0,chande_momentum,XLU,trend,-0.2001,-0.709,-0.4981,612
demarker__period14__hi_thresh0.7__lo_thresh0.3,demarker,XLU,meanrev,0.3179,0.0384,-0.1923,489
demarker__period14__hi_thresh0.8__lo_thresh0.2,demarker,XLU,meanrev,0.3063,0.2515,-0.1124,235
demarker__period21__hi_thresh0.7__lo_thresh0.3,demarker,XLU,meanrev,-0.0835,0.4348,-0.0672,291
demarker__period9__hi_thresh0.7__lo_thresh0.3,demarker,XLU,meanrev,0.1077,-0.0311,-0.1852,697
stoch_rsi__rsi_period14__stoch_period14__lo20.0__hi80.0,stoch_rsi,XLU,meanrev,0.0504,0.0985,-0.2399,733
stoch_rsi__rsi_period14__stoch_period14__lo10.0__hi90.0,stoch_rsi,XLU,meanrev,0.0407,0.2649,-0.1706,642
stoch_rsi__rsi_period7__stoch_period14__lo20.0__hi80.0,stoch_rsi,XLU,meanrev,0.1494,-0.014,-0.2656,785
