name,family,ticker,category,is_sharpe,oos_sharpe,oos_drawdown,trade_count
ma_regime_momentum__regime_ma200__mom_period63__skip0,ma_regime_momentum,QQQ,trend,0.3903,0.0632,-0.3164,213
ma_regime_momentum__regime_ma100__mom_period126__skip21,ma_regime_momentum,QQQ,trend,0.4197,0.1678,-0.2375,251
ma_regime_momentum__regime_ma50__mom_period63__skip0,ma_regime_momentum,QQQ,trend,0.1488,-0.2759,-0.3635,356
dema_crossover__fast5__slow20,dema_crossover,IWM,trend,0.2046,0.0308,-0.2418,413
dema_crossover__fast10__slow40,dema_crossover,IWM,trend,0.3969,-0.9781,-0.6763,213
dema_crossover__fast12__slow26,dema_crossover,IWM,trend,0.3585,-1.1417,-0.6896,245
dema_crossover__fast20__slow50,dema_crossover,IWM,trend,-0.0925,-0.8776,-0.6794,149
dema_crossover__fast10__slow30,dema_crossover,IWM,trend,0.3696,-1.1768,-0.6905,257
tema_crossover__fast5__slow20,tema_crossover,IWM,trend,-0.285,0.5965,-0.1681,564
tema_crossover__fast10__slow40,tema_crossover,IWM,trend,0.2963,-0.5242,-0.4565,303
tema_crossover__fast12__slow26,tema_crossover,IWM,trend,0.3283,-0.2303,-0.3577,303
tema_crossover__fast20__slow50,tema_crossover,IWM,trend,0.3879,-0.6006,-0.5795,179
tema_crossover__fast10__slow30,tema_crossover,IWM,trend,0.2778,-0.1959,-0.325,319
price_acceleration__period10__smooth3,price_acceleration,IWM,trend,0.0683,0.6078,-0.2347,1001
price_acceleration__period20__smooth5,price_acceleration,IWM,trend,0.0721,-0.1124,-0.3377,690
price_acceleration__period20__smooth3,price_acceleration,IWM,trend,0.5173,-0.2656,-0.4358,962
price_acceleration__period30__smooth5,price_acceleration,IWM,trend,-0.0354,-0.3173,-0.434,760
price_acceleration__period40__smooth10,price_acceleration,IWM,trend,0.2812,-0.4016,-0.4833,555
price_acceleration__period10__smooth5,price_acceleration,IWM,trend,0.1016,0.3369,-0.2453,765
turn_of_month__days_before3__days_after3,turn_of_month,IWM,pattern,0.3549,-0.0141,-0.1436,360
turn_of_month__days_before4__days_after4,turn_of_month,IWM,pattern,0.4866,0.2193,-0.173,360
turn_of_month__days_before5__days_after5,turn_of_month,IWM,pattern,0.5933,0.3644,-0.1508,360
turn_of_month__days_before3__days_after5,turn_of_month,IWM,pattern,0.4491,0.1726,-0.1732,360
trend_intensity__period20,trend_intensity,IWM,trend,0.0733,0.2739,-0.1673,376
trend_intensity__period30,trend_intensity,IWM,trend,0.0406,0.1058,-0.1243,266
trend_intensity__period50,trend_intensity,IWM,trend,0.0665,0.9465,-0.0956,130
trend_intensity__period63,trend_intensity,IWM,trend,-0.1523,0.5068,-0.0989,156
ma_regime_momentum__regime_ma200__mom_period126__skip21,ma_regime_momentum,IWM,trend,0.0218,0.1829,-0.2173,264
ma_regime_momentum__regime_ma200__mom_period252__skip21,ma_regime_momentum,IWM,trend,0.1049,0.1035,-0.2031,216
ma_regime_momentum__regime_ma200__mom_period63__skip0,ma_regime_momentum,IWM,trend,-0.0647,-0.1272,-0.2597,343
ma_regime_momentum__regime_ma100__mom_period126__skip21,ma_regime_momentum,IWM,trend,0.0526,-0.1673,-0.3026,326
ma_regime_momentum__regime_ma50__mom_period63__skip0,ma_regime_momentum,IWM,trend,-0.1563,-0.7221,-0.4901,499
dema_crossover__fast5__slow20,dema_crossover,DIA,trend,0.2417,-0.4734,-0.3478,407
dema_crossover__fast10__slow40,dema_crossover,DIA,trend,0.1122,-0.6883,-0.4562,239
dema_crossover__fast12__slow26,dema_crossover,DIA,trend,0.3439,-0.692,-0.4505,241
dema_crossover__fast20__slow50,dema_crossover,DIA,trend,-0.0919,-0.7684,-0.4663,135
dema_crossover__fast10__slow30,dema_crossover,DIA,trend,0.3437,-0.6279,-0.4074,251
tema_crossover__fast5__slow20,tema_crossover,DIA,trend,0.1556,-0.061,-0.3033,554
tema_crossover__fast10__slow40,tema_crossover,DIA,trend,0.2932,-0.6484,-0.4319,303
tema_crossover__fast12__slow26,tema_crossover,DIA,trend,0.3205,-0.7055,-0.4251,313
tema_crossover__fast20__slow50,tema_crossover,DIA,trend,0.3083,-0.6386,-0.4276,185
tema_crossover__fast10__slow30,tema_crossover,DIA,trend,0.3326,-0.5829,-0.3891,317
price_acceleration__period10__smooth3,price_acceleration,DIA,trend,-0.0818,-0.1418,-0.3722,1010
price_acceleration__period20__smooth5,price_acceleration,DIA,trend,0.3208,-0.4806,-0.3966,740
price_acceleration__period20__smooth3,price_acceleration,DIA,trend,-0.0255,-0.6209,-0.5005,996
price_acceleration__period30__smooth5,price_acceleration,DIA,trend,0.0651,-0.3368,-0.2732,796
price_acceleration__period40__smooth10,price_acceleration,DIA,trend,0.2447,-0.9405,-0.5292,558
price_acceleration__period10__smooth5,price_acceleration,DIA,trend,-0.0874,0.0723,-0.2667,791
turn_of_month__days_before3__days_after3,turn_of_month,DIA,pattern,0.7221,0.1927,-0.1239,360
turn_of_month__days_before4__days_after4,turn_of_month,DIA,pattern,0.913,0.4251,-0.0894,360
turn_of_month__days_before5__days_after5,turn_of_month,DIA,pattern,1.0002,0.7269,-0.113,360
turn_of_month__days_before3__days_after5,turn_of_month,DIA,pattern,0.9223,0.3669,-0.1663,360
trend_intensity__period20,trend_intensity,DIA,trend,-0.107,0.965,-0.0599,414
trend_intensity__period30,trend_intensity,DIA,trend,0.0078,0.8185,-0.0639,304
trend_intensity__period50,trend_intensity,DIA,trend,0.0277,0.2736,-0.0506,152
trend_intensity__period63,trend_intensity,DIA,trend,0.2705,0.285,-0.0814,160
ma_regime_momentum__regime_ma200__mom_period126__skip21,ma_regime_momentum,DIA,trend,0.373,-0.0553,-0.3366,215
ma_regime_momentum__regime_ma200__mom_period252__skip21,ma_regime_momentum,DIA,trend,0.447,0.1253,-0.2646,152
ma_regime_momentum__regime_ma200__mom_period63__skip0,ma_regime_momentum,DIA,trend,0.236,-0.2404,-0.3804,296
ma_regime_momentum__regime_ma100__mom_period126__skip21,ma_regime_momentum,DIA,trend,0.4213,-0.4571,-0.3702,289
ma_regime_momentum__regime_ma50__mom_period63__skip0,ma_regime_momentum,DIA,trend,0.0822,-0.5226,-0.4055,405
dema_crossover__fast5__slow20,dema_crossover,XLK,trend,-0.1786,-0.6303,-0.5068,457
dema_crossover__fast10__slow40,dema_crossover,XLK,trend,-0.1523,-0.6176,-0.5994,231
dema_crossover__fast12__slow26,dema_crossover,XLK,trend,0.0494,-0.523,-0.4965,259
dema_crossover__fast20__slow50,dema_crossover,XLK,trend,-0.3094,-0.6244,-0.607,157
dema_crossover__fast10__slow30,dema_crossover,XLK,trend,0.0175,-0.4757,-0.4784,259
tema_crossover__fast5__slow20,tema_crossover,XLK,trend,-0.4648,-0.4621,-0.5044,591
tema_crossover__fast10__slow40,tema_crossover,XLK,trend,-0.0148,-0.3448,-0.4293,317
tema_crossover__fast12__slow26,tema_crossover,XLK,trend,-0.0303,-0.2672,-0.3837,309
tema_crossover__fast20__slow50,tema_crossover,XLK,trend,0.0641,-0.7527,-0.6368,183
tema_crossover__fast10__slow30,tema_crossover,XLK,trend,-0.062,-0.3004,-0.3919,331
price_acceleration__period10__smooth3,price_acceleration,XLK,trend,-0.3601,-0.1623,-0.4179,1024
price_acceleration__period20__smooth5,price_acceleration,XLK,trend,-0.11,-0.383,-0.4409,805
price_acceleration__period20__smooth3,price_acceleration,XLK,trend,0.1249,-1.0222,-0.652,1061
price_acceleration__period30__smooth5,price_acceleration,XLK,trend,-0.2284,-0.467,-0.4593,784
price_acceleration__period40__smooth10,price_acceleration,XLK,trend,-0.3528,0.143,-0.3057,588
price_acceleration__period10__smooth5,price_acceleration,XLK,trend,-0.4216,-0.4453,-0.4683,807
turn_of_month__days_before3__days_after3,turn_of_month,XLK,pattern,0.717,0.0902,-0.1958,360
turn_of_month__days_before4__days_after4,turn_of_month,XLK,pattern,0.8924,0.3523,-0.1913,360
turn_of_month__days_before5__days_after5,turn_of_month,XLK,pattern,0.8996,0.591,-0.1375,360
turn_of_month__days_before3__days_after5,turn_of_month,XLK,pattern,0.7954,0.2524,-0.1878,360
trend_intensity__period20,trend_intensity,XLK,trend,0.7208,0.4754,-0.1055,372
trend_intensity__period30,trend_intensity,XLK,trend,0.2819,0.3363,-0.0763,260
trend_intensity__period50,trend_intensity,XLK,trend,0.3354,0.7533,-0.0698,150
trend_intensity__period63,trend_intensity,XLK,trend,0.067,0.6282,-0.0896,154
ma_regime_momentum__regime_ma200__mom_period126__skip21,ma_regime_momentum,XLK,trend,0.5501,0.456,-0.2259,183
ma_regime_momentum__regime_ma200__mom_period252__skip21,ma_regime_momentum,XLK,trend,0.6641,0.443,-0.2426,112
ma_regime_momentum__regime_ma200__mom_period63__skip0,ma_regime_momentum,XLK,trend,0.2947,-0.118,-0.3838,222
ma_regime_momentum__regime_ma100__mom_period126__skip21,ma_regime_momentum,XLK,trend,0.3859,0.2013,-0.2609,276
ma_regime_momentum__regime_ma50__mom_period63__skip0,ma_regime_momentum,XLK,trend,0.0718,-0.569,-0.4719,414
dema_crossover__fast5__slow20,dema_crossover,XLF,trend,0.1203,-0.6564,-0.5008,408
dema_crossover__fast10__slow40,dema_crossover,XLF,trend,0.2211,-0.7848,-0.5983,226
dema_crossover__fast12__slow26,dema_crossover,XLF,trend,0.2646,-0.5184,-0.4786,248
dema_crossover__fast20__slow50,dema_crossover,XLF,trend,-0.0359,-0.7966,-0.5787,140
dema_crossover__fast10__slow30,dema_crossover,XLF,trend,0.2764,-0.5511,-0.5069,250
tema_crossover__fast5__slow20,tema_crossover,XLF,trend,0.6168,-0.2924,-0.3922,525
tema_crossover__fast10__slow40,tema_crossover,XLF,trend,0.254,-0.5223,-0.4575,292
tema_crossover__fast12__slow26,tema_crossover,XLF,trend,0.2406,-0.0947,-0.2809,290
tema_crossover__fast20__slow50,tema_crossover,XLF,trend,0.3701,-0.279,-0.3899,184
tema_crossover__fast10__slow30,tema_crossover,XLF,trend,0.1459,-0.2861,-0.3521,318
price_acceleration__period10__smooth3,price_acceleration,XLF,trend,0.3201,-0.0906,-0.3506,1032
price_acceleration__period20__smooth5,price_acceleration,XLF,trend,0.2019,-0.4994,-0.4897,758
price_acceleration__period20__smooth3,price_acceleration,XLF,trend,0.1561,-0.3247,-0.3886,1014
price_acceleration__period30__smooth5,price_acceleration,XLF,trend,0.3036,-0.6194,-0.5051,748
price_acceleration__period40__smooth10,price_acceleration,XLF,trend,0.101,-0.2317,-0.3445,548
price_acceleration__period10__smooth5,price_acceleration,XLF,trend,0.2755,-0.1568,-0.3557,759
turn_of_month__days_before3__days_after3,turn_of_month,XLF,pattern,0.8249,0.3279,-0.1331,360
turn_of_month__days_before4__days_after4,turn_of_month,XLF,pattern,0.8775,0.4907,-0.1171,360
turn_of_month__days_before5__days_after5,turn_of_month,XLF,pattern,0.9278,0.7408,-0.1292,360
turn_of_month__days_before3__days_after5,turn_of_month,XLF,pattern,0.9054,0.4966,-0.1534,360
trend_intensity__period20,trend_intensity,XLF,trend,0.3341,0.1133,-0.1863,371
trend_intensity__period30,trend_intensity,XLF,trend,-0.4851,-0.1979,-0.2009,268
trend_intensity__period50,trend_intensity,XLF,trend,0.2161,-0.0237,-0.1323,178
trend_intensity__period63,trend_intensity,XLF,trend,-0.1238,0.2417,-0.1199,192
ma_regime_momentum__regime_ma200__mom_period126__skip21,ma_regime_momentum,XLF,trend,0.294,0.6628,-0.3443,196
ma_regime_momentum__regime_ma200__mom_period252__skip21,ma_regime_momentum,XLF,trend,0.1126,0.3791,-0.3447,166
ma_regime_momentum__regime_ma200__mom_period63__skip0,ma_regime_momentum,XLF,trend,0.1762,0.4446,-0.3485,270
ma_regime_momentum__regime_ma100__mom_period126__skip21,ma_regime_momentum,XLF,trend,0.137,0.48,-0.3381,303
ma_regime_momentum__regime_ma50__mom_period63__skip0,ma_regime_momentum,XLF,trend,-0.0452,0.029,-0.3127,455
dema_crossover__fast5__slow20,dema_crossover,XLE,trend,0.471,0.5174,-0.3199,385
dema_crossover__fast10__slow40,dema_crossover,XLE,trend,0.022,0.5021,-0.2459,208
dema_crossover__fast12__slow26,dema_crossover,XLE,trend,0.0178,0.4558,-0.3525,230
dema_crossover__fast20__slow50,dema_crossover,XLE,trend,-0.0567,0.125,-0.351,140
dema_crossover__fast10__slow30,dema_crossover,XLE,trend,0.0422,0.6247,-0.2804,236
tema_crossover__fast5__slow20,tema_crossover,XLE,trend,0.299,-0.3154,-0.5362,553
tema_crossover__fast10__slow40,tema_crossover,XLE,trend,0.1353,0.4655,-0.3725,260
tema_crossover__fast12__slow26,tema_crossover,XLE,trend,0.3144,-0.0971,-0.4985,303
tema_crossover__fast20__slow50,tema_crossover,XLE,trend,0.1235,0.3018,-0.4337,166
tema_crossover__fast10__slow30,tema_crossover,XLE,trend,0.3639,0.0987,-0.4564,303
price_acceleration__period10__smooth3,price_acceleration,XLE,trend,-0.0159,0.0027,-0.4962,1011
price_acceleration__period20__smooth5,price_acceleration,XLE,trend,-0.0709,-0.5242,-0.6168,761
price_acceleration__period20__smooth3,price_acceleration,XLE,trend,-0.0499,-0.2143,-0.5757,990
price_acceleration__period30__smooth5,price_acceleration,XLE,trend,0.2167,-0.1115,-0.378,734
price_acceleration__period40__smooth10,price_acceleration,XLE,trend,0.279,0.2271,-0.3472,579
price_acceleration__period10__smooth5,price_acceleration,XLE,trend,0.5561,-0.5603,-0.6046,757
turn_of_month__days_before3__days_after3,turn_of_month,XLE,pattern,0.3972,0.3511,-0.1752,360
turn_of_month__days_before4__days_after4,turn_of_month,XLE,pattern,0.5367,0.2979,-0.2323,360
turn_of_month__days_before5__days_after5,turn_of_month,XLE,pattern,0.5639,0.578,-0.2393,360
turn_of_month__days_before3__days_after5,turn_of_month,XLE,pattern,0.4134,0.3553,-0.2671,360
trend_intensity__period20,trend_intensity,XLE,trend,0.1912,0.2173,-0.1194,388
trend_intensity__period30,trend_intensity,XLE,trend,0.1319,0.4863,-0.1536,290
trend_intensity__period50,trend_intensity,XLE,trend,0.0562,-0.7123,-0.2817,164
trend_intensity__period63,trend_intensity,XLE,trend,0.2254,-0.7345,-0.3395,180
ma_regime_momentum__regime_ma200__mom_period126__skip21,ma_regime_momentum,XLE,trend,0.1116,-0.0082,-0.3292,242
ma_regime_momentum__regime_ma200__mom_period252__skip21,ma_regime_momentum,XLE,trend,0.1459,0.023,-0.3221,205
ma_regime_momentum__regime_ma200__mom_period63__skip0,ma_regime_momentum,XLE,trend,0.2488,-0.0185,-0.3695,309
ma_regime_momentum__regime_ma100__mom_period126__skip21,ma_regime_momentum,XLE,trend,0.0306,-0.0012,-0.3145,308
ma_regime_momentum__regime_ma50__mom_period63__skip0,ma_regime_momentum,XLE,trend,0.2696,0.0247,-0.3507,417
dema_crossover__fast5__slow20,dema_crossover,XLV,trend,0.0452,-0.3267,-0.4039,420
dema_crossover__fast10__slow40,dema_crossover,XLV,trend,0.0848,-0.5956,-0.5123,215
dema_crossover__fast12__slow26,dema_crossover,XLV,trend,0.2057,-0.5547,-0.4539,235
dema_crossover__fast20__slow50,dema_crossover,XLV,trend,-0.1563,-0.3336,-0.4526,145
dema_crossover__fast10__slow30,dema_crossover,XLV,trend,0.2169,-0.8084,-0.5045,241
tema_crossover__fast5__slow20,tema_crossover,XLV,trend,-0.3034,0.2118,-0.263,590
tema_crossover__fast10__slow40,tema_crossover,XLV,trend,0.3168,-0.5727,-0.4115,280
tema_crossover__fast12__slow26,tema_crossover,XLV,trend,0.079,-0.3473,-0.3196,296
tema_crossover__fast20__slow50,tema_crossover,XLV,trend,0.2429,-0.9643,-0.543,183
tema_crossover__fast10__slow30,tema_crossover,XLV,trend,0.1659,-0.3631,-0.3162,310
price_acceleration__period10__smooth3,price_acceleration,XLV,trend,-0.1926,0.0555,-0.2216,1001
price_acceleration__period20__smooth5,price_acceleration,XLV,trend,-0.0018,0.0487,-0.2477,756
price_acceleration__period20__smooth3,price_acceleration,XLV,trend,-0.3836,0.0569,-0.2552,1018
price_acceleration__period30__smooth5,price_acceleration,XLV,trend,-0.2474,-0.1922,-0.3047,773
price_acceleration__period40__smooth10,price_acceleration,XLV,trend,0.2464,-0.5146,-0.3867,565
price_acceleration__period10__smooth5,price_acceleration,XLV,trend,-0.0678,0.2232,-0.2147,802
turn_of_month__days_before3__days_after3,turn_of_month,XLV,pattern,0.8473,-0.2354,-0.1564,360
turn_of_month__days_before4__days_after4,turn_of_month,XLV,pattern,0.8271,0.1612,-0.1281,360
turn_of_month__days_before5__days_after5,turn_of_month,XLV,pattern,0.8403,0.4513,-0.1083,360
turn_of_month__days_before3__days_after5,turn_of_month,XLV,pattern,0.8596,0.0673,-0.1743,360
trend_intensity__period20,trend_intensity,XLV,trend,0.6906,0.667,-0.066,402
trend_intensity__period30,trend_intensity,XLV,trend,0.2738,0.5013,-0.0494,306
trend_intensity__period50,trend_intensity,XLV,trend,-0.1696,0.1349,-0.0922,182
trend_intensity__period63,trend_intensity,XLV,trend,0.0972,-0.1897,-0.1699,206
ma_regime_momentum__regime_ma200__mom_period126__skip21,ma_regime_momentum,XLV,trend,-0.1297,0.3763,-0.2749,282
ma_regime_momentum__regime_ma200__mom_period252__skip21,ma_regime_momentum,XLV,trend,0.0113,0.5774,-0.2067,214
ma_regime_momentum__regime_ma200__mom_period63__skip0,ma_regime_momentum,XLV,trend,-0.0969,0.3057,-0.3048,336
ma_regime_momentum__regime_ma100__mom_period126__skip21,ma_regime_momentum,XLV,trend,0.0155,-0.064,-0.3688,311
ma_regime_momentum__regime_ma50__mom_period63__skip0,ma_regime_momentum,XLV,trend,-0.126,0.1464,-0.2589,433
dema_crossover__fast5__slow20,dema_crossover,XLI,trend,0.3481,-0.8315,-0.5375,432
dema_crossover__fast10__slow40,dema_crossover,XLI,trend,0.0713,-0.5623,-0.4635,216
dema_crossover__fast12__slow26,dema_crossover,XLI,trend,0.2444,-0.5796,-0.4577,232
dema_crossover__fast20__slow50,dema_crossover,XLI,trend,-0.3313,-0.1836,-0.2899,144
dema_crossover__fast10__slow30,dema_crossover,XLI,trend,0.286,-0.647,-0.4642,252
tema_crossover__fast5__slow20,tema_crossover,XLI,trend,0.1943,-0.0832,-0.2908,555
tema_crossover__fast10__slow40,tema_crossover,XLI,trend,0.3525,-0.6585,-0.4764,294
tema_crossover__fast12__slow26,tema_crossover,XLI,trend,0.3234,-0.8624,-0.5485,312
tema_crossover__fast20__slow50,tema_crossover,XLI,trend,0.3386,-0.2806,-0.358,176
tema_crossover__fast10__slow30,tema_crossover,XLI,trend,0.2782,-0.8523,-0.5452,328
price_acceleration__period10__smooth3,price_acceleration,XLI,trend,0.3988,-0.1632,-0.2461,1004
price_acceleration__period20__smooth5,price_acceleration,XLI,trend,0.1709,-0.51,-0.4466,752
price_acceleration__period20__smooth3,price_acceleration,XLI,trend,0.3816,0.0095,-0.3511,948
price_acceleration__period30__smooth5,price_acceleration,XLI,trend,0.1179,-0.5881,-0.4504,746
price_acceleration__period40__smooth10,price_acceleration,XLI,trend,0.1161,-0.3863,-0.3844,536
price_acceleration__period10__smooth5,price_acceleration,XLI,trend,0.1133,-0.3969,-0.3792,759
turn_of_month__days_before3__days_after3,turn_of_month,XLI,pattern,0.7077,0.1179,-0.1212,360
turn_of_month__days_before4__days_after4,turn_of_month,XLI,pattern,0.9671,0.4124,-0.1207,360
turn_of_month__days_before5__days_after5,turn_of_month,XLI,pattern,0.9689,0.5984,-0.1441,360
turn_of_month__days_before3__days_after5,turn_of_month,XLI,pattern,0.9054,0.415,-0.175,360
trend_intensity__period20,trend_intensity,XLI,trend,0.1635,-0.0148,-0.1557,355
trend_intensity__period30,trend_intensity,XLI,trend,-0.0256,0.0955,-0.0797,270
trend_intensity__period50,trend_intensity,XLI,trend,0.16,0.4633,-0.0566,180
trend_intensity__period63,trend_intensity,XLI,trend,0.1597,0.4538,-0.0853,184
ma_regime_momentum__regime_ma200__mom_period126__skip21,ma_regime_momentum,XLI,trend,0.2508,0.0926,-0.3608,217
ma_regime_momentum__regime_ma200__mom_period252__skip21,ma_regime_momentum,XLI,trend,0.3424,-0.1326,-0.3772,184
ma_regime_momentum__regime_ma200__mom_period63__skip0,ma_regime_momentum,XLI,trend,0.3312,-0.0732,-0.3178,274
ma_regime_momentum__regime_ma100__mom_period126__skip21,ma_regime_momentum,XLI,trend,0.1619,-0.0304,-0.3435,288
ma_regime_momentum__regime_ma50__mom_period63__skip0,ma_regime_momentum,XLI,trend,0.2071,-0.3642,-0.3653,426
dema_crossover__fast5__slow20,dema_crossover,XLU,trend,-0.0878,-0.009,-0.3005,438
dema_crossover__fast10__slow40,dema_crossover,XLU,trend,0.1031,-0.2047,-0.3766,223
dema_crossover__fast12__slow26,dema_crossover,XLU,trend,0.4119,-0.1413,-0.3625,219
dema_crossover__fast20__slow50,dema_crossover,XLU,trend,-0.1009,-0.1463,-0.3897,145
dema_crossover__fast10__slow30,dema_crossover,XLU,trend,0.4047,-0.1163,-0.335,231
tema_crossover__fast5__slow20,tema_crossover,XLU,trend,-0.1684,0.6445,-0.1938,578
tema_crossover__fast10__slow40,tema_crossover,XLU,trend,0.0731,0.0576,-0.298,292
tema_crossover__fast12__slow26,tema_crossover,XLU,trend,0.3428,0.1879,-0.3137,296
tema_crossover__fast20__slow50,tema_crossover,XLU,trend,0.2346,-0.1309,-0.3677,171
tema_crossover__fast10__slow30,tema_crossover,XLU,trend,0.3062,0.3026,-0.2987,308
price_acceleration__period10__smooth3,price_acceleration,XLU,trend,-0.121,-0.3603,-0.436,1070
price_acceleration__period20__smooth5,price_acceleration,XLU,trend,0.0339,0.0857,-0.2654,784
price_acceleration__period20__smooth3,price_acceleration,XLU,trend,-0.05,-0.6851,-0.5195,1044
price_acceleration__period30__smooth5,price_acceleration,XLU,trend,-0.0374,-0.288,-0.3819,747
price_acceleration__period40__smooth10,price_acceleration,XLU,trend,-0.1624,-0.5755,-0.4117,564
price_acceleration__period10__smooth5,price_acceleration,XLU,trend,-0.3396,-0.2067,-0.3469,851
turn_of_month__days_before3__days_after3,turn_of_month,XLU,pattern,0.1504,0.5136,-0.1294,360
turn_of_month__days_before4__days_after4,turn_of_month,XLU,pattern,0.4487,0.2326,-0.2154,360
